wavenumbers,0,1,2,3
396,485.6204108,521.1372571,589.8177014,409.473307
397,485.0762037,520.3602305,589.3077767,409.1457036
398,484.5313859,519.5826428,588.7970715,408.8175943
399,483.9859622,518.804502,588.2855888,408.4889813
400,483.4399371,518.0258162,587.7733322,408.1598667
401,482.8933154,517.2465934,587.2603048,407.8302525
402,482.3461017,516.4668415,586.7465101,407.500141
403,481.7983008,515.6865686,586.2319514,407.1695341
404,481.2499172,514.9057826,585.7166319,406.8384341
405,480.7009558,514.1244915,585.200555,406.506843
406,480.1514211,513.3427033,584.6837241,406.174763
407,479.6013178,512.5604259,584.1661425,405.8421961
408,479.0506506,511.7776674,583.6478135,405.5091446
409,478.4994242,510.9944355,583.1287405,405.1756105
410,477.9476432,510.2107383,582.6089269,404.841596
411,477.3953123,509.4265838,582.0883759,404.5071032
412,476.8424363,508.6419797,581.567091,404.1721342
413,476.2890197,507.8569341,581.0450754,403.8366912
414,475.7350674,507.0714549,580.5223327,403.5007764
415,475.1805839,506.2855499,579.9988661,403.1643919
416,474.625574,505.4992272,579.4746792,402.8275399
417,474.0700425,504.7124947,578.9497752,402.4902226
418,473.5139941,503.9253604,578.4241578,402.1524423
419,472.9574336,503.1378322,577.8978305,401.8142013
420,472.400366,502.3499183,577.3707967,401.4755019
421,471.8427963,501.5616268,576.8430603,401.1363467
422,471.2847295,500.772966,576.3146251,400.7967382
423,470.7261709,499.9839444,575.7854951,400.4566792
424,470.1671262,499.1945706,575.2556745,400.1161729
425,469.6076012,498.4048538,574.7251681,399.7752224
426,469.0476023,497.6148033,574.1939808,399.4338319
427,468.4871364,496.8244293,573.6621183,399.0920056
428,467.9262113,496.0337428,573.1295873,398.7497489
429,467.3648361,495.2427557,572.5963954,398.4070683
430,466.803021,494.4514816,572.0625518,398.0639717
431,466.2407785,493.6599359,571.5280675,397.720469
432,465.6781236,492.8681366,570.9929562,397.3765725
433,465.1150743,492.0761051,570.457235,397.0322982
434,464.5516535,491.283867,569.9209252,396.6876661
435,463.9878892,490.4914536,569.3840539,396.3427019
436,463.423817,489.6989034,568.8466551,395.9974387
437,462.8594814,488.9062641,568.3087722,395.6519186
438,462.2949386,488.1135948,567.7704604,395.3061954
439,461.7302598,487.3209696,567.2317894,394.9603376
440,461.1655343,486.528481,566.6928473,394.6144322
441,460.6008747,485.7362446,566.1537457,394.2685893
442,460.0364221,484.9444043,565.6146242,393.9229476
443,459.4723528,484.1531396,565.0756582,393.577681
444,458.9088865,483.362673,564.5370659,393.2330067
445,458.3462952,482.5732796,563.9991183,392.8891942
446,457.7849149,481.7852982,563.46215,392.5465771
447,457.2251577,480.9991439,562.9265721,392.2055652
448,456.6675274,480.2153235,562.3928872,391.8666598
449,456.1126363,479.4344521,561.8617063,391.5304706
450,455.5612241,478.6572724,561.3337681,391.1977352
451,455.0141805,477.8846769,560.8099609,390.8693406
452,454.4725684,477.1177315,560.2913466,390.5463474
453,453.937651,476.3577023,559.7791872,390.2300166
454,453.4109206,475.6060842,559.2749738,389.9218377
455,452.8941288,474.864632,558.7804568,389.6235602
456,452.3893196,474.1353925,558.2976792,389.3372257
457,451.8988625,473.4207378,557.8290092,389.0652012
458,451.4254866,472.7234,557.3771748,388.8102134
459,450.9723138,472.0465039,556.9452968,388.575382
460,450.5428912,471.3935993,556.5369211,388.3642516
461,450.1412197,470.7686897,556.1560475,388.1808206
462,449.7717789,470.1762578,555.8071544,388.0295663
463,449.4395458,469.6212833,555.4952178,387.9154636
464,449.1500059,469.1092544,555.2257221,387.8439954
465,448.9091542,468.6461689,555.0046611,387.8211544
466,448.7234844,468.2385232,554.8385274,387.8534319
467,448.599964,467.8932876,554.7342874,387.9477932
468,448.5459939,467.6178656,554.6993408,388.1116366
469,448.5693491,467.4200351,554.7414618,388.3527351
470,448.678101,467.30787,554.8687203,388.6791575
471,448.8805173,467.2896409,555.0893833,389.0991693
472,449.1849416,467.3736938,555.411793,389.6211117
473,449.5996489,467.5683066,555.8442236,390.2532575
474,450.1326812,467.881524,556.3947159,391.0036464
475,450.7916607,468.3209706,557.070891,391.8798981
476,451.5835847,468.8936466,557.8797452,392.8890079
477,452.5146049,469.6057061,558.8274291,394.0371249
478,453.5897936,470.4622242,559.9190139,395.3293193
479,454.8129032,471.4669557,561.1582511,396.7693411
480,456.1861233,472.6220931,562.5473292,398.3593777
481,457.7098432,473.9280279,564.0866363,400.0998161
482,459.382425,475.383125,565.7745336,401.9890161
483,461.1999969,476.9835152,567.6071485,404.0231038
484,463.1562742,478.7229162,569.5781948,406.195792
485,465.2424144,480.5924881,571.6788294,408.4982361
486,467.4469163,482.5807323,573.8975498,410.9189325
487,469.7555691,484.6734403,576.2201444,413.4436684
488,472.1514578,486.8536998,578.629697,416.0555263
489,474.6150301,489.1019609,581.1066545,418.7349519
490,477.124229,491.3961691,583.6289587,421.4598857
491,479.6546917,493.711964,586.172246,424.2059629
492,482.1800162,496.0229462,588.7101134,426.9467792
493,484.672092,498.3010075,591.2144493,429.654222
494,487.101492,500.5167233,593.6558257,432.2988618
495,489.4379172,502.639797,596.0039426,434.8503976
496,491.6506876,504.6395511,598.2281192,437.2781471
497,493.7092673,506.4854519,600.2978183,439.5515721
498,495.5838115,508.1476571,602.1831945,441.6408258
499,497.2457238,509.5975727,603.8556502,443.5173095
500,498.6682067,510.8084036,605.2883872,445.1542237
501,499.8267931,511.7556848,606.4569372,446.5270988
502,500.6998419,512.4177779,607.3396584,447.614292
503,501.268986,512.7763178,607.9181827,448.3974337
504,501.5195176,512.8165992,608.1778013,448.8618139
505,501.4407006,512.5278881,608.1077771,448.9966946
506,501.0260009,511.903653,607.7015755,448.7955396
507,500.2732278,510.9417052,606.9570044,448.2561557
508,499.1845806,509.6442465,605.8762625,447.3807404
509,497.7666019,508.0178215,604.4658915,446.1758341
510,496.0300362,506.0731771,602.7366349,444.6521792
511,493.9896001,503.825032,600.7032084,442.8244901
512,491.6636691,501.2917642,598.3839868,440.7111403
513,489.0738929,498.4950252,595.8006187,438.3337772
514,486.2447471,495.459293,592.977579,435.7168746
515,483.2030377,492.2113758,589.9416728,432.8872363
516,479.9773698,488.7798809,586.7215043,429.8734653
517,476.5975965,485.1946635,583.3469258,426.7054126
518,473.0942624,481.4862703,579.8484811,423.4136208
519,469.4980561,477.685392,576.2568578,420.0287764
520,465.8392849,473.8223382,572.6023626,416.5811847
521,462.1473847,469.9265467,568.9144303,413.1002794
522,458.4504744,466.0261385,565.2211792,409.6141775
523,454.7749646,462.1475264,561.549019,406.1492876
524,451.1452266,458.3150837,557.92232,402.7299787
525,447.5833258,454.5508779,554.3631473,399.3783147
526,444.1088232,450.874472,550.8910606,396.1138541
527,440.7386423,447.3027915,547.5229828,392.9535185
528,437.4870024,443.8500577,544.2731325,389.9115253
529,434.3654132,440.5277824,541.1530184,386.9993821
530,431.3827256,437.3448186,538.1714909,384.225938
531,428.5452332,434.3074615,535.3348425,381.5974843
532,425.856816,431.4195934,532.6469527,379.1178993
533,423.3191203,428.6828624,530.109467,376.7888274
534,420.9317657,426.0968901,527.7220042,374.6098859
535,418.6925709,423.659497,525.4823822,372.5788916
536,416.5977919,421.3669413,523.3868563,370.6920989
537,414.642365,419.214161,521.4303622,368.9444418
538,412.8201471,417.1950148,519.6067558,367.3297754
539,411.1241493,415.3025158,517.9090476,365.8411089
540,409.5467578,413.5290521,516.3296232,364.4708265
541,408.0799394,411.8665923,514.8604486,363.210893
542,406.7154272,410.3068713,513.4932561,362.0530398
543,405.4448863,408.8415562,512.2197103,360.9889301
544,404.2600574,407.4623892,511.031551,360.0103025
545,403.1528777,406.1613096,509.9207148,359.1090924
546,402.1155806,404.9305523,508.8794343,358.2775312
547,401.1407736,403.7627268,507.9003166,357.5082249
548,400.2214977,402.6508759,506.9764019,356.7942122
549,399.3512676,401.5885159,506.1012042,356.1290063
550,398.524097,400.5696622,505.2687364,355.5066187
551,397.7345087,399.5888394,504.4735208,354.9215706
552,396.9775341,398.6410807,503.7105882,354.3688914
553,396.248702,397.7219165,502.9754668,353.8441082
554,395.54402,396.8273561,502.2641633,353.3432267
555,394.8599496,395.9538625,501.5731388,352.8627066
556,394.1933771,395.0983239,500.8992789,352.3994324
557,393.5415819,394.2580213,500.2398624,351.9506816
558,392.9022029,393.4305952,499.5925276,351.5140915
559,392.2732047,392.6140118,498.9552384,351.0876247
560,391.6528438,391.8065292,498.3262509,350.669536
561,391.0396365,391.0066653,497.7040806,350.2583399
562,390.432328,390.2131669,497.0874722,349.8527799
563,389.8298637,389.4249808,496.4753705,349.4517995
564,389.2313624,388.6412277,495.8668937,349.0545159
565,388.6360926,387.8611774,495.2613099,348.6601958
566,388.0434506,387.0842277,494.6580146,348.2682336
567,387.4529409,386.3098848,494.0565119,347.8781323
568,386.8641597,385.5377461,493.4563973,347.4894862
569,386.2767794,384.7674858,492.8573428,347.1019662
570,385.6905363,383.9988415,492.2590842,346.7153066
571,385.1052192,383.2316035,491.6614095,346.3292947
572,384.52066,382.4656052,491.0641504,345.9437606
573,383.9367259,381.7007153,490.4671735,345.55857
574,383.3533129,380.9368309,489.870374,345.1736169
575,382.7703396,380.1738724,489.2736704,344.7888184
576,382.1877434,379.4117784,488.6769994,344.4041103
577,381.6054765,378.6505023,488.0803126,344.019443
578,381.0235024,377.8900094,487.4835731,343.6347784
579,380.441794,377.1302737,486.8867535,343.2500878
580,379.8603315,376.3712767,486.2898332,342.8653497
581,379.2791004,375.6130053,485.6927975,342.480548
582,378.6980908,374.855451,485.095636,342.0956712
583,378.1172961,374.0986084,484.4983414,341.7107109
584,377.536712,373.3424746,483.9009092,341.3256615
585,376.9563365,372.5870487,483.3033369,340.9405192
586,376.3761689,371.8323314,482.7056233,340.5552817
587,375.7962096,371.0783243,482.1077683,340.1699479
588,375.2164598,370.3250299,481.5097729,339.7845174
589,374.6369215,369.5724513,480.9116384,339.3989905
590,374.0575968,368.820592,480.3133668,339.013368
591,373.4784886,368.0694559,479.7149603,338.6276509
592,372.8995996,367.3190471,479.1164213,338.2418407
593,372.3209329,366.5693697,478.5177527,337.8559388
594,371.7424918,365.8204283,477.9189571,337.4699469
595,371.1642795,365.0722271,477.3200374,337.0838668
596,370.5862993,364.3247706,476.7209967,336.6977002
597,370.0085547,363.5780635,476.1218379,336.3114492
598,369.4310495,362.8321106,475.5225646,335.9251159
599,368.8537885,362.0869179,474.9231811,335.5387038
600,368.2767819,361.3424966,474.3236974,335.1522215
601,367.7000597,360.5988777,473.724143,334.7656975
602,367.1237235,359.856164,473.1246193,334.3792321
603,366.5481099,359.1146931,472.5254624,333.9931602
604,365.9742602,358.3755074,471.9277134,333.6085219
605,365.4051449,357.6415782,471.3343425,333.228286
606,364.8485268,356.9206696,470.7531121,332.860214
607,364.3229233,356.2312997,470.2025393,332.5228219
608,363.8684784,355.6136138,469.7227679,332.2562523
609,363.5638338,355.1462543,469.3924392,332.1391453
610,363.5470333,354.967266,469.3495967,332.3095434
611,364.0323042,355.2908773,469.8084675,332.9816725
612,365.3065929,356.4040354,471.0559977,334.4424777
613,367.6851544,358.6219962,473.4074419,337.0072124
614,371.4124329,362.1892048,477.1072441,340.9203195
615,376.518696,367.1359298,482.1856718,346.2120654
616,382.6794548,373.137683,488.3182356,352.5579597
617,389.1535132,379.4532694,494.7637394,359.216805
618,394.8692517,385.0110702,500.4505633,365.1169803
619,398.6736228,388.6580387,504.2256596,369.105437
620,399.6732537,389.5008031,505.1956553,370.2888008
621,397.5311539,387.2023735,503.0235596,368.3300799
622,392.5843204,382.0997478,498.0463693,363.56627
623,385.7261324,375.086306,491.1574635,356.890749
624,378.1096439,367.3151029,483.5098959,349.4565696
625,370.8064809,359.8577652,476.1752924,342.3353566
626,364.557846,353.4554963,469.8948552,336.2683112
627,359.6882346,348.4327923,464.9930797,331.5799276
628,356.1673854,344.7593927,461.4397045,328.2399432
629,353.7508608,342.1908605,458.9902916,326.0039191
630,352.1234122,340.4119479,457.3295924,324.5566055
631,350.9980998,339.1357157,456.1706668,323.6110613
632,350.1607027,338.1479437,455.2992938,322.9530645
633,349.4731834,337.3105952,454.5774359,322.4445763
634,348.856907,336.5450357,453.9264578,322.0069605
635,348.2717357,335.8111282,453.3062219,321.6000782
636,347.6991587,335.0903625,452.698217,321.2054174
637,347.1314196,334.3749828,452.0946866,320.8152204
638,346.5655545,333.6620258,451.4926667,320.4265221
639,346.0005283,332.950457,450.8911222,320.0382864
640,345.436011,332.239947,450.289723,319.6501821
641,344.8719075,331.5304012,449.6883737,319.2621128
642,344.3081941,330.8217964,449.0870507,318.8740537
643,343.7448671,330.1141297,448.4857502,318.486
644,343.1819281,329.4074029,447.8844736,318.0979522
645,342.6193797,328.7016192,447.2832235,317.7099115
646,342.0572247,327.9967821,446.6820027,317.32188
647,341.4954661,327.2928949,446.0808141,316.9338593
648,340.9341069,326.5899611,445.4796606,316.5458514
649,340.3731499,325.887984,444.878545,316.1578579
650,339.8125982,325.1869671,444.2774703,315.7698809
651,339.2524545,324.4869137,443.6764392,315.3819221
652,338.6927219,323.7878271,443.0754548,314.9939833
653,338.1334031,323.0897105,442.4745198,314.6060663
654,337.5745011,322.3925674,441.873637,314.218173
655,337.0160188,321.6964009,441.2728095,313.8303052
656,336.4579589,321.0012143,440.6720399,313.4424647
657,335.9003243,320.3070108,440.0713312,313.0546533
658,335.3431179,319.6137936,439.4706862,312.6668729
659,334.7863427,318.921566,438.8701079,312.2791253
660,334.2300014,318.2303312,438.2695991,311.8914124
661,333.6740972,317.5400925,437.669163,311.5037364
662,333.1186332,316.8508535,437.0688027,311.1160993
663,332.563613,316.162618,436.4685218,310.7285036
664,332.0090404,315.4753901,435.8683243,310.3409525
665,331.4549204,314.7891751,435.2682152,309.9534498
666,330.9012594,314.1039796,434.6682007,309.5660008
667,330.3480658,313.4198124,434.0682897,309.1786133
668,329.7953523,312.7366862,433.4684947,308.7912988
669,329.2431373,312.0546198,432.8688341,308.4040747
670,328.6914485,311.3736411,432.2693359,308.0169681
671,328.1403281,310.6937924,431.6700423,307.6300199
672,327.5898397,310.0151376,431.0710169,307.2432931
673,327.040079,309.3377725,430.4723556,306.8568823
674,326.4911883,308.6618396,429.8742009,306.470929
675,325.9433772,307.9875487,429.2767623,306.0856418
676,325.3969499,307.3152041,428.6803442,305.7013242
677,324.852342,306.6452415,428.0853823,305.3184108
678,324.3101679,305.9782756,427.4924912,304.9375152
679,323.7712813,305.3151599,426.9025247,304.5594902
680,323.2368489,304.6570615,426.3166497,304.1855017
681,322.7084401,304.0055497,425.7364356,303.8171182
682,322.1881294,303.3626992,425.1639572,303.4564134
683,321.6786121,302.7312052,424.6019098,303.1060818
684,321.1833255,302.1145052,424.053731,302.7695599
685,320.7065715,301.5169011,423.5237228,302.4511486
686,320.2536263,300.9436692,423.0171618,302.1561237
687,319.830826,300.4011454,422.5403838,301.8908201
688,319.4456073,299.8967667,422.1008262,301.662674
689,319.1064868,299.4390495,421.7070055,301.480201
690,318.8229537,299.037483,421.3684111,301.3528898
691,318.6052586,298.7023179,421.095294,301.29099
692,318.4640791,298.4442317,420.8983318,301.3051786
693,318.4100525,298.2738616,420.7881621,301.406092
694,318.4531734,298.2012023,420.7747798,301.6037243
695,318.6020699,298.2348815,420.8668131,301.9067026
696,318.8631814,298.381339,421.0707017,302.3214658
697,319.2398852,298.6439515,421.3898231,302.8513904
698,319.7316258,299.0221639,421.8236221,303.4959203
699,320.3331221,299.5106946,422.3668178,304.2497735
700,321.033729,300.0988985,423.0087654,305.1023044
701,321.8170372,300.7703662,423.7330558,306.0371028
702,322.6607831,301.502834,424.5174259,307.0319048
703,323.5371303,302.2684653,425.3340392,308.058873
704,324.4133529,303.0345339,426.1501703,309.085281
705,325.2529264,303.7645154,426.9292949,310.0746036
706,326.0169897,304.4195484,427.6325524,310.9879792
707,326.6661074,304.9601972,428.2205075,311.7859715
708,327.162226,305.3484082,428.655107,312.4305266
709,327.4706927,305.5495283,428.9016985,312.886991
710,327.5621878,305.5342377,428.9309625,313.1260444
711,327.4144214,305.2802462,428.7206096,313.1253964
712,327.0134576,304.7736176,428.2567041,312.8711103
713,326.3545562,304.0096115,427.534506,312.3584455
714,325.4424616,302.9929721,426.5587603,311.5921458
715,324.2911142,301.7376394,425.3434077,310.586151
716,322.9228083,300.2659075,423.9107427,309.3627548
717,321.3668679,298.6071,422.2900897,307.9512807
718,319.6579501,296.7958737,420.5161062,306.3863852
719,317.8341127,294.8702862,418.6268503,304.7061256
720,315.9347955,292.869777,416.6617623,302.9499412
721,313.998864,290.8332111,414.659708,301.156697
722,312.062847,288.797117,412.6572165,299.3629212
723,310.1594745,286.7942245,410.6870183,297.6013435
724,308.3165877,284.8523742,408.776955,295.8998043
725,306.5564542,282.9938335,406.9492945,294.2805709
726,304.8954879,281.2350157,405.220451,292.7600565
727,303.3443379,279.5865698,403.6010743,291.3489101
728,301.9082899,278.0537809,402.0964505,290.0524167
729,300.5879037,276.6372083,400.7071394,288.8711356
730,299.3798063,275.3334789,399.429769,287.8016936
731,298.2775626,274.1361569,398.2579041,286.8376549
732,297.272549,273.0366183,397.1829219,285.9703955
733,296.3547751,272.0248723,396.1948323,285.1899247
734,295.513608,271.0902855,395.2830029,284.4856091
735,294.7383744,270.2221841,394.4367607,283.846775
736,294.0188281,269.4103216,393.6458602,283.2631758
737,293.3454841,268.6452123,392.9008167,282.725326
738,292.7098305,267.9183437,392.1931186,282.2247134
739,292.1044344,267.2222828,391.5153339,281.7539049
740,291.5229646,266.5506975,390.8611315,281.3065686
741,290.9601488,265.8983152,390.2252398,280.8774321
742,290.4116897,265.260838,389.6033619,280.4621976
743,289.8741542,264.6348321,388.9920651,280.0574316
744,289.3448515,264.0176064,388.3886592,279.6604431
745,288.8217112,263.4070898,387.7910744,279.2691613
746,288.3031686,262.801717,387.1977463,278.8820211
747,287.7880609,262.2003247,386.6075129,278.4978596
748,287.2755391,261.6020633,386.0195253,278.1158272
749,286.764993,261.0063219,385.4331742,277.7353135
750,286.2559913,260.4126688,384.8480286,277.3558871
751,285.7482342,259.8208034,384.2637893,276.9772476
752,285.2415165,259.2305199,383.6802517,276.5991897
753,284.7357002,258.6416797,383.0972782,276.2215751
754,284.2306938,258.0541907,382.5147781,275.8443121
755,283.7264382,257.4679931,381.9326925,275.4673411
756,283.2228955,256.8830484,381.3509844,275.0906242
757,282.7200423,256.2993324,380.7696308,274.7141377
758,282.2178646,255.7168305,380.1886181,274.3378672
759,281.7163541,255.1355338,379.6079389,273.9618044
760,281.2155066,254.5554374,379.0275894,273.5859447
761,280.7153201,253.9765384,378.4475682,273.210286
762,280.2157942,253.3988358,377.8678754,272.8348276
763,279.7169291,252.8223293,377.288512,272.4595696
764,279.2187259,252.2470189,376.7094795,272.0845127
765,278.7211858,251.6729054,376.1307798,271.7096582
766,278.2243104,251.0999894,375.5524151,271.3350073
767,277.7281014,250.5282721,374.9743877,270.9605617
768,277.2325611,249.9577548,374.3967004,270.5863234
769,276.7376919,249.3884393,373.8193565,270.2122947
770,276.2434972,248.8203281,373.2423597,269.8384787
771,275.7499812,248.2534248,372.665715,269.4648797
772,275.2571501,247.6877346,372.0894291,269.0915036
773,274.7650124,247.1232654,371.5135114,268.7183588
774,274.2735811,246.5600292,370.9379753,268.3454582
775,273.7828751,245.9980443,370.3628405,267.9728207
776,273.292923,245.4373384,369.7881362,267.6004747
777,272.8037676,244.8779534,369.2139058,267.2284627
778,272.3154723,244.3199519,368.6402133,266.8568482
779,271.8281312,243.7634272,368.0671537,266.4857253
780,271.3418828,243.208517,367.494866,266.1152323
781,270.8569286,242.6554218,366.9235524,265.7455705
782,270.3735596,242.1044318,366.3535046,265.3770311
783,269.8921919,241.5559623,365.7851393,265.01003
784,269.4134146,241.0106014,365.2190464,264.6451563
785,268.9380529,240.4691736,364.6560518,264.2832351
786,268.4672512,239.9328222,364.0973004,263.9254107
787,268.002579,239.403116,363.5443627,263.5732528
788,267.5461665,238.8821841,362.9993694,263.2288913
789,267.1008721,238.372884,362.4651795,262.8951847
790,266.670489,237.8790082,361.9455873,262.5759263
791,266.259994,237.4055324,361.4455699,262.2760927
792,265.8758403,236.9589089,360.9715816,262.0021373
793,265.526297,236.5474058,360.5318919,261.762329
794,265.221831,236.1814892,360.1369686,261.5671349
795,264.9755268,235.8742425,359.7998968,261.4296395
796,264.8035311,235.6418114,359.5368241,261.3659893
797,264.7255054,235.5038567,359.3674126,261.3958461
798,264.7650622,235.4839897,359.3152758,261.5428225
799,264.9501518,235.6101598,359.4083644,261.8348686
800,265.3133599,235.9149516,359.6792651,262.3045703
801,265.8920696,236.4357474,360.1653617,262.9893107
802,266.7284349,237.2147,360.9088089,263.9312439
803,267.8691095,238.2984623,361.9562613,265.1770237
804,269.3646774,239.7376172,363.3583036,266.7772342
805,271.2687319,241.5857568,365.1685297,268.7854687
806,273.6365646,243.898172,367.4422322,271.257019
807,276.5234392,246.7301253,370.2346756,274.2471489
808,279.9824464,250.1347063,373.5989513,277.8089491
809,284.0619656,254.1602934,377.5834394,281.9907991
810,288.8027901,258.847679,382.2289341,286.8334926
811,294.2350082,264.2269502,387.5655246,292.3671177
812,300.3747675,270.3142535,393.6093591,298.6078223
813,307.2210835,277.1086035,400.3594541,305.5546221
814,314.7528832,284.588926,407.7947372,313.1864441
815,322.9264881,292.7115414,415.8715308,321.45961
816,331.6737538,301.4083043,424.5216914,330.3059756
817,340.9010694,310.5856026,433.6516088,339.6319302
818,350.4893998,320.1244003,443.1422488,349.3184387
819,360.2955094,329.8814606,452.8503767,359.222266
820,370.1544528,339.6918369,462.6110477,369.1784666
821,379.8833462,349.3726444,472.2413791,379.004157
822,389.2863635,358.7280558,481.5455455,388.5035112
823,398.1608173,367.5553827,490.3208603,397.4738422
824,406.3041212,375.6520374,498.3647381,405.7125637
825,413.5213659,382.8231097,505.4822703,413.0247666
826,419.6332056,388.8892524,511.4941119,419.2311053
827,424.4837313,393.6945556,516.2443551,424.1756712
828,427.9480167,397.1140916,519.608074,427.7335381
829,429.9390443,399.060842,521.4982523,429.8176887
830,430.4137634,399.4917548,521.8718401,430.3850726
831,429.3780651,398.4127199,520.7347292,429.4415812
832,426.8904857,395.8822725,518.145457,427.045751
833,423.064445,392.0138313,514.217444,423.3110022
834,418.0687788,386.9762307,509.119527,418.4061706
835,412.126244,380.9922267,503.0744637,412.5540137
836,405.509566,374.3345432,496.3549805,406.0272569
837,398.5345,367.3189344,489.2768333,399.1416558
838,391.5493402,360.2936934,482.1883175,392.2455051
839,384.920393,353.6251252,475.4557401,385.7051112
840,379.0131889,347.678759,469.4446325,379.886005
841,374.1696841,342.7965502,464.4969521,375.1301431
842,370.6823846,339.2710032,460.9052055,371.7300318
843,368.7671477,337.3179743,458.8852512,369.9015287
844,368.5372602,337.0507488,458.5503765,369.7579208
845,369.9820567,338.4586604,459.8899173,371.2885432
846,372.9536417,341.3938122,462.7559789,374.3455008
847,377.165015,345.5692027,466.8615619,378.6417936
848,382.2019835,350.5706377,471.7924743,383.7632289
849,387.5496896,355.8832583,477.0338594,389.1949495
850,392.6325708,360.9315008,482.0101556,394.3613932
851,396.8644065,365.1291431,486.1351431,398.6763398
852,399.7031971,367.9341848,488.8668234,401.5977902
853,400.7043773,368.9020588,489.7606321,402.6811792
854,399.5655873,367.7304044,488.5142103,401.6241477
855,396.1570752,364.2894683,484.9978072,398.2969441
856,390.5336673,358.6340755,479.2662498,392.7543949
857,382.9268409,350.9957022,471.5510167,385.2279781
858,373.7182859,341.7560368,462.2337984,376.0993837
859,363.3989242,331.406,451.8055178,365.8595343
860,352.5192193,320.496054,440.8166396,355.0588937
861,341.6374315,309.5844578,429.8254249,344.2557226
862,331.2721873,299.1898366,419.3505011,333.968648
863,321.8644735,289.753176,409.8328562,324.6386571
864,313.7522557,281.6124401,401.6104565,316.6037159
865,307.1587656,274.9908595,394.9065348,310.0870566
